,Date,BikeCount,Temperature
177,15/10/2018,26198,15.091666666666667
178,15/11/2018,21502,9.579166666666664
179,15/12/2017,7198,-3.279166666666667
180,16/01/2018,6705,3.279166666666667
181,16/02/2018,2593,-1.0874999999999995
182,16/03/2018,15277,7.354166666666667
183,16/04/2018,23198,11.429166666666665
184,16/05/2018,6416,22.420833333333334
185,16/06/2018,34360,22.3
186,16/07/2018,26823,28.724999999999998
187,16/08/2018,25329,30.154166666666658
188,16/09/2018,14178,22.341666666666665
189,16/10/2018,26956,14.475000000000001
190,16/11/2018,20660,9.008333333333335
191,16/12/2017,4632,-5.2875
192,17/01/2018,6292,4.55
193,17/02/2018,3118,-2.891666666666666
194,17/03/2018,15389,6.383333333333333
195,17/04/2018,22234,12.808333333333335
196,17/05/2018,3521,21.1375
197,17/06/2018,32487,22.733333333333338
198,17/07/2018,28435,28.083333333333332
199,17/08/2018,28820,27.083333333333332
200,17/09/2018,30290,22.32916666666667
201,17/10/2018,26502,12.783333333333331
202,17/11/2018,15689,4.983333333333333
203,17/12/2017,3776,-7.0125
204,18/01/2018,6383,2.316666666666667
205,18/02/2018,4562,-0.6791666666666663
206,18/03/2018,9609,8.066666666666666
207,18/04/2018,21670,12.379166666666668
208,18/05/2018,16087,16.895833333333332
209,18/06/2018,27541,24.799999999999994
210,18/07/2018,27896,28.23333333333333
211,18/08/2018,26398,26.54583333333333
212,18/09/2018,0,21.850000000000005
213,18/10/2018,26504,12.595833333333333
214,18/11/2018,14319,5.875000000000001
215,18/12/2017,2620,-1.9708333333333334
216,19/01/2018,7472,1.0541666666666667
217,19/02/2018,7604,1.7291666666666667
218,19/03/2018,8968,8.020833333333334
219,19/04/2018,17730,13.787499999999996
220,19/05/2018,30994,17.26666666666667
221,19/06/2018,35349,22.59166666666667
222,19/07/2018,27820,28.558333333333334
223,19/08/2018,24547,27.8625
224,19/09/2018,0,22.204166666666666
225,19/10/2018,27437,13.095833333333333
226,19/11/2018,18956,6.704166666666667
227,19/12/2017,4334,-3.533333333333333
228,20/01/2018,5576,2.2625
229,20/02/2018,7955,1.0958333333333334
230,20/03/2018,11515,5.041666666666666
231,20/04/2018,22593,18.0625
232,20/05/2018,27829,17.0625
233,20/06/2018,34639,22.695833333333336
234,20/07/2018,26699,29.404166666666665
235,20/08/2018,26827,28.954166666666662
236,20/09/2018,14282,19.05
237,20/10/2018,25355,13.408333333333333
238,20/11/2018,19127,6.233333333333334
239,20/12/2017,4568,-4.291666666666668
240,21/01/2018,4973,0.39166666666666655
241,21/02/2018,7491,-0.9166666666666662
242,21/03/2018,7384,2.129166666666667
243,21/04/2018,24404,18.662499999999998
244,21/05/2018,31236,17.6875
245,21/06/2018,34621,23.641666666666666
246,21/07/2018,21283,30.529166666666665
247,21/08/2018,25133,26.775000000000006
248,21/09/2018,18266,19.366666666666664
249,21/10/2018,23906,13.366666666666667
250,21/11/2018,15732,6.245833333333334
251,21/12/2017,5734,-0.8458333333333333
252,22/01/2018,4503,0.4416666666666667
253,22/02/2018,7712,0.9916666666666664
254,22/03/2018,14007,4.8500000000000005
255,22/04/2018,6852,16.033333333333335
256,22/05/2018,13790,18.195833333333336
257,22/06/2018,34079,24.6875
258,22/07/2018,18563,31.549999999999997
259,22/08/2018,26072,30.216666666666672
260,22/09/2018,26398,21.00833333333333
261,22/10/2018,26075,13.987499999999997
262,22/11/2018,16496,2.6458333333333335
263,22/12/2017,7184,2.7583333333333333
264,23/01/2018,3981,-10.916666666666666
265,23/02/2018,5797,3.9499999999999997
266,23/03/2018,14969,6.075
267,23/04/2018,977,9.425
268,23/05/2018,27674,17.454166666666666
269,23/06/2018,31949,24.57083333333333
270,23/07/2018,24890,31.61666666666666
271,23/08/2018,15958,29.599999999999998
272,23/09/2018,20060,19.4125
273,23/10/2018,21601,12.495833333333332
274,23/11/2018,16314,1.6833333333333336
275,23/12/2017,6624,6.129166666666666
276,24/01/2018,3154,-14.083333333333334
277,24/02/2018,6356,2.7624999999999997
278,24/03/2018,12243,7.479166666666665
279,24/04/2018,20144,12.195833333333333
280,24/05/2018,28781,17.958333333333336
281,24/06/2018,27028,25.145833333333332
282,24/07/2018,24635,31.433333333333334
283,24/08/2018,11658,24.633333333333336
284,24/09/2018,17259,17.82083333333334
285,24/10/2018,26418,12.575000000000001
286,24/11/2018,6477,2.4
287,24/12/2017,2014,3.458333333333334
288,25/01/2018,3113,-14.004166666666668
289,25/02/2018,6500,1.9166666666666667
290,25/03/2018,10963,9.625
291,25/04/2018,26285,14.245833333333332
292,25/05/2018,29057,19.75416666666667
293,25/06/2018,32702,26.72083333333333
294,25/07/2018,25918,30.29166666666667
295,25/08/2018,27302,25.216666666666665
296,25/09/2018,23350,17.491666666666664
297,25/10/2018,27258,13.575000000000001
298,25/11/2018,11212,4.8625
299,25/12/2017,3966,-2.091666666666667
300,26/01/2018,2931,-14.737499999999999
301,26/02/2018,9247,2.7249999999999996
302,26/03/2018,13084,10.799999999999999
303,26/04/2018,25670,15.087499999999997
304,26/05/2018,28079,21.47916666666666
305,26/06/2018,5200,22.90416666666667
306,26/07/2018,24915,29.995833333333334
307,26/08/2018,19310,23.308333333333334
308,26/09/2018,28018,19.425
309,26/10/2018,13377,12.516666666666666
310,26/11/2018,17162,6.320833333333334
311,26/12/2017,5605,-3.266666666666667
312,27/01/2018,2693,-10.429166666666665
313,27/02/2018,8862,4.008333333333334
314,27/03/2018,14710,13.083333333333329
315,27/04/2018,25861,15.574999999999996
316,27/05/2018,28991,20.587500000000002
317,27/06/2018,29755,22.1875
318,27/07/2018,23275,30.762500000000003
319,27/08/2018,14435,22.424999999999997
320,27/09/2018,30789,18.791666666666668
321,27/10/2018,18398,8.908333333333335
322,27/11/2018,16282,7.066666666666667
323,27/12/2017,5351,-6.995833333333334
324,28/01/2018,2828,-6.033333333333334
325,28/02/2018,3820,4.85
326,28/03/2018,17295,13.966666666666667
327,28/04/2018,24940,15.508333333333333
328,28/05/2018,31020,21.97083333333333
329,28/06/2018,21647,23.387500000000003
330,28/07/2018,16880,29.820833333333336
331,28/08/2018,9092,23.816666666666663
332,28/09/2018,0,17.525000000000002
333,28/10/2018,11589,8.4125
334,28/11/2018,16524,5.304166666666666
335,28/12/2017,6594,-2.579166666666667
336,29/01/2018,4088,-8.524999999999999
337,29/03/2018,17450,15.545833333333334
338,29/04/2018,25349,15.870833333333337
339,29/05/2018,24355,21.537499999999998
340,29/06/2018,30297,24.66250000000001
341,29/07/2018,18190,31.22499999999999
342,29/08/2018,9184,25.012500000000003
343,29/09/2018,31447,20.075000000000006
344,29/10/2018,19877,7.395833333333335
345,29/11/2018,16423,3.3041666666666654
346,29/12/2017,7663,2.1958333333333333
347,30/01/2018,3360,-5.912499999999999
348,30/03/2018,19301,14.670833333333333
349,30/04/2018,25462,18.833333333333332
350,30/05/2018,30372,20.537500000000005
351,30/06/2018,20479,24.349999999999994
352,30/07/2018,23695,31.562500000000004
353,30/08/2018,20959,25.45
354,30/09/2018,0,17.916666666666668
355,30/10/2018,20822,5.891666666666667
356,30/11/2018,16297,2.7625000000000006
357,30/12/2017,4027,1.3124999999999998
358,31/01/2018,3830,-2.1875000000000004
359,31/03/2018,19247,13.941666666666668
360,31/05/2018,31681,20.525
361,31/07/2018,22897,32.525000000000006
362,31/08/2018,27817,25.558333333333334
363,31/10/2018,21545,7.529166666666669
364,31/12/2017,3423,0.08749999999999997
